onset	duration	trial_type	response_time	accuracy_binarized	tr_seconds	cueStartTime	cueEndTime	trialEndTime	fixStartTime	fixEndTime	runEndTime	stimLeft	stimTop	stimRight
11.0717260838	1.9603319167999995	shape	1.20419502258	0.0	0.8	8.02508401871	11.0148999691	13.0320580006	13.0366380215	14.0313019753	n/a	oval-horizontal.bmp	oval-horizontal.bmp	oval-vertical.bmp
14.1423931122	1.8891367911999983	shape	1.03869700432	1.0	0.8	n/a	n/a	16.0315299034	16.0354321003	17.0302000046	n/a	oval-horizontal.bmp	oval-vertical.bmp	oval-vertical.bmp
17.13321805	1.8974468708	shape	0.887619018555	1.0	0.8	n/a	n/a	19.0306649208	19.034744978	20.0295450687	n/a	circle.bmp	circle.bmp	oval-vertical.bmp
20.1328239441	1.8974061012000007	shape	0.836359977722	1.0	0.8	n/a	n/a	22.0302300453	22.0339169502	23.0295379162	n/a	circle.bmp	oval-vertical.bmp	oval-vertical.bmp
23.1309640408	1.899401903100003	shape	0.738005876541	1.0	0.8	n/a	n/a	25.0303659439	25.0340390205	26.0301270485	n/a	oval-horizontal.bmp	circle.bmp	circle.bmp
26.1326129436	1.8968219757999984	shape	0.853227138519	1.0	0.8	n/a	n/a	28.0294349194	28.0334739685	29.0288901329	n/a	oval-horizontal.bmp	oval-horizontal.bmp	circle.bmp
32.0928111076	1.9365289212000008	face	0.952262163162	1.0	0.8	29.1046299934	32.028744936	34.0293400288	34.0342171192	35.028881073	n/a	FAZ_23.jpg	FAZ_23.jpg	FAX_43.jpg
35.1705241203	1.8583879470999989	face	0.93200802803	1.0	0.8	n/a	n/a	37.0289120674	37.0324919224	38.027962923	n/a	26M_FE_O.jpg	26M_FE_O.jpg	27M_FE_O.BMP
38.1622610092	1.8663399220000016	face	0.770234107971	1.0	0.8	n/a	n/a	40.0286009312	40.0326869488	41.0276241302	n/a	MFX_16.jpg	MFZ_50.jpg	MFZ_50.jpg
41.1771631241	1.8507299422999992	face	1.18620800972	1.0	0.8	n/a	n/a	43.0278930664	43.0315039158	44.0269629955	n/a	09F_AN_O.jpg	09F_AN_O.jpg	10F_AN_O.jpg
44.1670670509	1.8610579968	face	0.7535841465	1.0	0.8	n/a	n/a	46.0281250477	46.0320060253	47.0269269943	n/a	38M_AN_O.BMP	39M_AN_O.jpg	39M_AN_O.jpg
47.1529009342	1.8745579720000047	face	0.880990028381	1.0	0.8	n/a	n/a	49.0274589062	49.0312459469	50.0267410278	n/a	FFZ_102.jpg	FFX_130.jpg	FFX_130.jpg
53.0662469864	1.9605600833999968	shape	0.819485902786	1.0	0.8	50.1044919491	53.0266089439	55.0268070698	55.0313999653	56.0256609917	n/a	oval-horizontal.bmp	oval-vertical.bmp	oval-vertical.bmp
56.1277990341	1.898340940499999	shape	0.704694032669	1.0	0.8	n/a	n/a	58.0261399746	58.0297601223	59.0258450508	n/a	circle.bmp	oval-vertical.bmp	oval-vertical.bmp
59.1284220219	1.8974540233	shape	1.32004499435	1.0	0.8	n/a	n/a	61.0258760452	61.0298359394	62.0255889893	n/a	oval-horizontal.bmp	oval-horizontal.bmp	oval-vertical.bmp
62.128991127	1.8969860077000007	shape	0.771107912064	1.0	0.8	n/a	n/a	64.0259771347	64.0302040577	65.025149107	n/a	oval-horizontal.bmp	oval-horizontal.bmp	circle.bmp
